covalent,vdw_clash,vdw,proximal,hbond,weak_hbond,xbond,ionic,metal_complex,aromatic,hydrophobic,carbonyl,ligand
0,9,35,8929,3,6,0,0,0,0,45,0,CS338_6|cs338-confgen|mol2|6|dock2
0,38,62,11352,5,12,0,0,0,0,45,2,CS335_95|cs335-confgen|mol2|95|dock1
0,14,36,8306,1,6,0,0,0,0,53,0,CS332_79|cs332-confgen|mol2|79|dock2
0,15,45,8435,0,6,0,0,0,0,67,0,CS331_78|cs331-confgen|mol2|78|dock2
0,10,44,8898,3,9,0,0,0,0,44,0,CS338_12|cs338-confgen|mol2|12|dock3
0,18,41,8084,0,12,0,0,0,0,41,0,CS339_47|cs339-confgen|mol2|47|dock3
0,36,61,11300,3,10,0,0,0,0,50,0,CS335_25|cs335-confgen|mol2|25|dock5
0,8,35,8930,3,6,0,0,0,0,49,0,CS338_6|cs338-confgen|mol2|6|dock1
0,16,40,8686,0,8,0,0,0,0,54,0,CS331_88|cs331-confgen|mol2|88|dock4
0,15,36,9028,1,10,0,0,0,0,45,0,CS340_21|cs340-confgen|mol2|21|dock10
0,7,36,8825,3,7,0,0,0,0,47,0,CS334_76|cs334-confgen|mol2|76|dock3
0,8,23,5600,1,5,0,0,0,8,36,0,CS336_6|cs336-confgen|mol2|6|dock3
0,9,35,8762,2,6,0,0,0,0,39,0,CS337_7|cs337-confgen|mol2|7|dock2
0,15,35,8293,2,5,0,0,0,0,51,0,CS331_39|cs331-confgen|mol2|39|dock6
0,16,39,8538,0,10,0,0,0,0,57,0,CS332_56|cs332-confgen|mol2|56|dock7
0,37,50,11388,3,13,0,0,0,0,47,0,CS335_90|cs335-confgen|mol2|90|dock10
0,10,22,8117,1,6,0,0,0,0,57,0,CS331_56|cs331-confgen|mol2|56|dock10
0,7,47,8366,1,5,0,0,0,0,59,0,CS332_66|cs332-confgen|mol2|66|dock3
0,18,42,9186,3,10,0,0,0,0,58,0,CS339_64|cs339-confgen|mol2|64|dock5
0,23,34,10328,2,13,0,0,0,0,42,0,CS335_9|cs335-confgen|mol2|9|dock4
0,24,50,10124,0,15,0,0,0,0,49,0,CS335_21|cs335-confgen|mol2|21|dock1
0,8,34,8820,4,7,0,0,0,0,40,0,CS334_66|cs334-confgen|mol2|66|dock1
0,12,29,8717,3,7,0,0,0,0,40,0,CS337_20|cs337-confgen|mol2|20|dock1
0,26,32,9088,0,10,0,0,0,0,49,0,CS339_61|cs339-confgen|mol2|61|dock7
0,26,43,10645,3,12,0,0,0,0,43,0,CS335_49|cs335-confgen|mol2|49|dock4
0,14,42,8866,1,9,0,0,0,0,49,0,CS334_14|cs334-confgen|mol2|14|dock3
0,16,27,8389,1,6,0,0,0,0,46,0,CS331_69|cs331-confgen|mol2|69|dock6
0,38,51,10966,2,13,0,0,0,0,49,0,CS335_25|cs335-confgen|mol2|25|dock4
0,17,49,7990,0,11,0,0,0,0,51,0,CS339_38|cs339-confgen|mol2|38|dock6
0,19,34,10716,3,10,0,0,0,0,41,0,CS335_85|cs335-confgen|mol2|85|dock6
0,15,47,8342,1,7,0,0,0,0,55,0,CS331_33|cs331-confgen|mol2|33|dock7
0,21,36,8986,1,7,0,0,0,0,54,0,CS339_72|cs339-confgen|mol2|72|dock5
0,23,48,10782,1,10,0,0,0,0,46,0,CS335_68|cs335-confgen|mol2|68|dock5
0,21,33,8780,1,9,0,0,0,0,45,0,CS337_41|cs337-confgen|mol2|41|dock6
0,14,30,8483,1,10,0,0,0,0,45,0,CS339_32|cs339-confgen|mol2|32|dock7
0,20,38,8776,2,11,0,0,0,0,55,0,CS334_56|cs334-confgen|mol2|56|dock1
0,23,46,9030,0,10,0,0,0,0,69,0,CS339_32|cs339-confgen|mol2|32|dock4
0,13,41,7724,0,13,0,0,0,0,55,0,CS332_71|cs332-confgen|mol2|71|dock5
0,10,36,8787,2,7,0,0,0,0,42,0,CS337_25|cs337-confgen|mol2|25|dock3
0,13,34,8826,4,9,0,0,0,0,33,0,CS334_58|cs334-confgen|mol2|58|dock3
0,18,42,8563,2,9,0,0,0,0,58,0,CS331_107|cs331-confgen|mol2|107|dock1
0,10,41,8910,1,8,0,0,0,0,55,0,CS338_20|cs338-confgen|mol2|20|dock2
0,18,29,8671,3,7,0,0,0,0,38,0,CS337_19|cs337-confgen|mol2|19|dock2
0,23,40,7755,1,15,0,1,0,0,54,2,CS331_6|cs331-confgen|mol2|6|dock1
0,18,41,8544,2,8,0,0,0,0,54,0,CS331_108|cs331-confgen|mol2|108|dock4
0,18,43,8611,1,12,0,0,0,0,39,0,CS340_18|cs340-confgen|mol2|18|dock9
0,15,38,8594,1,10,0,0,0,0,54,0,CS331_73|cs331-confgen|mol2|73|dock5
0,19,39,9398,1,7,0,0,0,0,51,0,CS339_17|cs339-confgen|mol2|17|dock1
0,19,40,9208,3,10,0,0,0,0,58,0,CS339_3|cs339-confgen|mol2|3|dock10
0,16,30,7117,0,10,0,0,0,0,50,0,CS333_1|cs333-confgen|mol2|1|dock10
0,14,25,7320,1,8,0,0,0,0,48,0,CS333_3|cs333-confgen|mol2|3|dock5
0,14,41,7807,0,13,0,0,0,0,53,0,CS332_10|cs332-confgen|mol2|10|dock10
0,41,49,11415,3,12,0,0,0,0,40,0,CS335_73|cs335-confgen|mol2|73|dock6
0,13,38,8295,0,12,0,0,0,0,56,0,CS331_63|cs331-confgen|mol2|63|dock9
0,26,45,10864,3,10,0,0,0,0,46,0,CS335_67|cs335-confgen|mol2|67|dock4
0,14,30,8801,2,9,0,0,0,0,43,0,CS337_58|cs337-confgen|mol2|58|dock2
0,9,37,8747,3,6,0,0,0,0,49,0,CS337_8|cs337-confgen|mol2|8|dock1
0,9,27,7747,0,9,0,0,0,0,50,0,CS331_61|cs331-confgen|mol2|61|dock10
0,33,62,10991,2,13,0,0,0,0,51,0,CS335_103|cs335-confgen|mol2|103|dock2
0,25,39,8553,1,10,0,0,0,0,63,0,CS331_96|cs331-confgen|mol2|96|dock1
0,16,37,8495,2,6,0,0,0,0,50,0,CS331_91|cs331-confgen|mol2|91|dock2
0,20,49,9128,1,11,0,0,0,0,37,0,CS340_15|cs340-confgen|mol2|15|dock2
0,14,48,8520,0,9,0,0,0,0,52,0,CS332_48|cs332-confgen|mol2|48|dock4
0,13,44,10435,3,10,0,0,0,0,43,0,CS335_48|cs335-confgen|mol2|48|dock1
0,23,36,8524,1,6,0,0,0,0,56,0,CS331_96|cs331-confgen|mol2|96|dock5
0,16,41,8460,1,8,0,0,0,0,74,0,CS331_77|cs331-confgen|mol2|77|dock4
0,30,50,10857,3,13,0,0,0,0,42,0,CS335_26|cs335-confgen|mol2|26|dock3
0,12,36,9023,2,8,0,0,0,0,41,0,CS338_14|cs338-confgen|mol2|14|dock3
0,8,32,8742,1,10,0,0,0,0,46,0,CS334_51|cs334-confgen|mol2|51|dock1
0,19,41,8537,2,8,0,0,0,0,54,0,CS331_105|cs331-confgen|mol2|105|dock1
0,24,31,8868,0,9,0,0,0,0,55,0,CS339_34|cs339-confgen|mol2|34|dock1
0,31,62,11132,6,11,0,0,0,0,39,0,CS335_88|cs335-confgen|mol2|88|dock7
0,23,33,9416,1,8,0,0,0,0,50,0,CS339_64|cs339-confgen|mol2|64|dock1
0,39,48,11423,3,12,0,0,0,0,41,0,CS335_100|cs335-confgen|mol2|100|dock10
0,14,37,8540,1,6,0,0,0,0,57,0,CS331_75|cs331-confgen|mol2|75|dock2
0,39,65,10939,2,15,0,0,0,0,56,0,CS335_105|cs335-confgen|mol2|105|dock10
0,37,50,11312,1,22,0,0,0,0,54,0,CS335_33|cs335-confgen|mol2|33|dock9
0,17,43,8545,2,8,0,0,0,0,53,0,CS331_11|cs331-confgen|mol2|11|dock3
0,38,53,10883,3,16,0,0,0,0,38,2,CS335_49|cs335-confgen|mol2|49|dock9
0,23,42,8567,0,10,0,0,0,0,53,1,CS338_17|cs338-confgen|mol2|17|dock1
0,20,38,8250,1,8,0,0,0,0,57,0,CS332_28|cs332-confgen|mol2|28|dock7
0,19,32,9137,2,10,0,0,0,0,41,0,CS338_30|cs338-confgen|mol2|30|dock3
0,17,48,8669,2,6,0,0,0,0,53,0,CS331_100|cs331-confgen|mol2|100|dock5
0,35,50,9195,1,13,0,0,0,0,59,0,CS339_9|cs339-confgen|mol2|9|dock5
0,15,45,8575,1,9,0,0,0,0,52,0,CS331_43|cs331-confgen|mol2|43|dock1
0,21,36,10306,3,8,0,0,0,0,42,0,CS335_100|cs335-confgen|mol2|100|dock7
0,21,43,9067,1,12,0,0,0,0,37,0,CS340_16|cs340-confgen|mol2|16|dock3
0,34,49,10927,3,17,0,0,0,0,42,0,CS335_26|cs335-confgen|mol2|26|dock9
0,25,37,8163,2,7,0,0,0,0,55,0,CS332_24|cs332-confgen|mol2|24|dock1
0,21,49,10739,3,12,0,0,0,0,47,0,CS335_15|cs335-confgen|mol2|15|dock7
0,16,33,8407,2,6,0,0,0,0,50,0,CS331_23|cs331-confgen|mol2|23|dock2
0,34,47,10906,1,20,0,0,0,0,52,0,CS335_33|cs335-confgen|mol2|33|dock5
0,14,39,8254,0,12,0,0,0,0,47,0,CS331_59|cs331-confgen|mol2|59|dock5
0,18,32,8502,2,8,0,0,0,0,53,0,CS331_36|cs331-confgen|mol2|36|dock7
0,21,40,8294,1,4,0,0,0,0,68,0,CS331_49|cs331-confgen|mol2|49|dock4
0,13,20,5558,1,6,0,0,0,8,36,0,CS336_4|cs336-confgen|mol2|4|dock1
0,40,57,11260,7,13,0,0,0,0,44,0,CS335_61|cs335-confgen|mol2|61|dock7
0,33,39,8864,0,10,0,0,0,0,50,0,CS339_57|cs339-confgen|mol2|57|dock8
0,16,39,8551,0,11,0,0,0,0,41,0,CS339_9|cs339-confgen|mol2|9|dock6
0,17,46,9170,3,10,0,0,0,0,57,0,CS339_65|cs339-confgen|mol2|65|dock4
0,16,43,8718,1,10,0,0,0,0,42,0,CS339_38|cs339-confgen|mol2|38|dock3
0,27,48,11142,4,13,0,0,0,0,48,0,CS335_6|cs335-confgen|mol2|6|dock6
0,16,34,8597,2,3,0,0,0,0,58,0,CS331_36|cs331-confgen|mol2|36|dock8
0,28,36,9001,0,12,0,0,0,0,59,0,CS339_45|cs339-confgen|mol2|45|dock10
0,34,58,10919,2,18,0,0,0,0,47,0,CS335_44|cs335-confgen|mol2|44|dock9
0,15,36,8695,2,10,0,0,0,0,45,0,CS337_41|cs337-confgen|mol2|41|dock5
0,38,65,11289,1,20,0,0,0,0,58,0,CS335_60|cs335-confgen|mol2|60|dock4
0,16,30,10084,0,10,0,0,0,0,37,0,CS335_92|cs335-confgen|mol2|92|dock5
0,11,45,8752,2,12,0,0,0,0,33,0,CS334_54|cs334-confgen|mol2|54|dock1
0,29,54,10805,3,11,0,0,0,0,42,0,CS335_70|cs335-confgen|mol2|70|dock8
0,16,59,10484,1,10,0,0,0,0,45,0,CS335_90|cs335-confgen|mol2|90|dock8
0,10,31,8863,4,8,0,0,0,0,40,0,CS334_5|cs334-confgen|mol2|5|dock2
0,30,45,9207,0,10,0,0,0,0,53,0,CS339_53|cs339-confgen|mol2|53|dock7
0,18,33,8960,1,9,0,0,0,0,40,0,CS340_23|cs340-confgen|mol2|23|dock1
0,21,38,9433,0,6,0,0,0,0,47,0,CS339_50|cs339-confgen|mol2|50|dock6
0,38,47,11269,3,12,0,0,0,0,44,0,CS335_100|cs335-confgen|mol2|100|dock5
0,37,47,11273,1,22,0,0,0,0,53,0,CS335_55|cs335-confgen|mol2|55|dock3
0,23,44,10683,4,11,0,0,0,0,38,0,CS335_21|cs335-confgen|mol2|21|dock4
0,10,43,9161,2,8,0,0,0,0,51,0,CS339_21|cs339-confgen|mol2|21|dock9
0,16,46,8350,1,8,0,0,0,0,54,0,CS331_108|cs331-confgen|mol2|108|dock3
0,13,48,8546,1,9,0,0,0,0,50,0,CS332_65|cs332-confgen|mol2|65|dock3
0,16,42,8711,0,7,0,0,0,0,43,1,CS338_20|cs338-confgen|mol2|20|dock7
0,33,54,10920,3,16,0,0,0,0,43,0,CS335_31|cs335-confgen|mol2|31|dock8
0,17,43,8550,1,8,0,0,0,0,54,0,CS331_98|cs331-confgen|mol2|98|dock5
0,36,52,11334,3,12,0,0,0,0,44,0,CS335_81|cs335-confgen|mol2|81|dock6
0,20,32,8739,1,11,0,0,0,0,40,0,CS337_39|cs337-confgen|mol2|39|dock4
0,32,58,11168,4,22,0,0,0,0,58,2,CS335_65|cs335-confgen|mol2|65|dock5
0,17,42,8474,2,9,0,0,0,0,53,0,CS332_1|cs332-confgen|mol2|1|dock2
0,15,42,8568,1,5,0,0,0,0,52,0,CS331_10|cs331-confgen|mol2|10|dock2
0,35,46,11100,2,15,0,0,0,0,47,0,CS335_18|cs335-confgen|mol2|18|dock3
0,10,33,9129,5,4,0,0,0,0,42,0,CS338_3|cs338-confgen|mol2|3|dock1
0,18,38,8509,3,6,0,0,0,0,53,0,CS331_27|cs331-confgen|mol2|27|dock1
0,12,40,8484,1,4,0,0,0,0,69,0,CS331_54|cs331-confgen|mol2|54|dock2
0,42,47,11324,3,12,0,0,0,0,43,0,CS335_72|cs335-confgen|mol2|72|dock7
0,10,22,5582,1,8,0,0,0,10,37,0,CS336_5|cs336-confgen|mol2|5|dock1
0,24,50,10642,4,14,0,0,0,0,42,0,CS335_12|cs335-confgen|mol2|12|dock5
0,9,29,8837,4,6,0,0,0,0,41,0,CS334_80|cs334-confgen|mol2|80|dock2
0,15,35,8755,5,9,0,0,0,0,37,0,CS334_24|cs334-confgen|mol2|24|dock1
0,15,45,8542,2,8,0,0,0,0,55,0,CS332_6|cs332-confgen|mol2|6|dock1
0,15,43,8551,2,8,0,0,0,0,60,0,CS331_25|cs331-confgen|mol2|25|dock2
0,12,27,8872,4,7,0,0,0,0,39,0,CS334_7|cs334-confgen|mol2|7|dock2
0,13,39,8492,0,10,0,0,0,0,38,0,CS339_21|cs339-confgen|mol2|21|dock1
0,11,45,8741,3,12,0,0,0,0,34,0,CS334_55|cs334-confgen|mol2|55|dock3
0,33,44,10710,3,13,0,0,0,0,40,0,CS335_58|cs335-confgen|mol2|58|dock7
0,30,55,10912,3,19,0,0,0,0,53,0,CS335_65|cs335-confgen|mol2|65|dock2
0,15,35,8776,2,5,0,0,0,0,41,0,CS337_26|cs337-confgen|mol2|26|dock1
0,9,34,8802,3,6,0,0,0,0,36,0,CS334_73|cs334-confgen|mol2|73|dock1
0,19,32,8800,1,10,0,0,0,0,42,0,CS337_33|cs337-confgen|mol2|33|dock8
0,18,44,10800,4,10,0,0,0,0,41,0,CS335_101|cs335-confgen|mol2|101|dock7
0,21,41,9515,0,9,0,0,0,0,53,0,CS339_30|cs339-confgen|mol2|30|dock2
0,11,39,7278,1,9,0,0,0,0,59,0,CS333_2|cs333-confgen|mol2|2|dock4
0,12,44,8950,1,8,0,0,0,0,55,0,CS338_29|cs338-confgen|mol2|29|dock1
0,7,38,5736,0,8,0,0,0,17,38,0,CS336_2|cs336-confgen|mol2|2|dock5
0,11,36,9148,3,5,0,0,0,0,41,0,CS338_1|cs338-confgen|mol2|1|dock3
0,33,44,10807,2,14,0,0,0,0,48,0,CS335_58|cs335-confgen|mol2|58|dock5
0,14,40,8406,2,10,0,0,0,0,54,0,CS332_6|cs332-confgen|mol2|6|dock3
0,25,50,10732,2,16,0,0,0,0,45,0,CS335_10|cs335-confgen|mol2|10|dock7
0,29,60,11151,5,10,0,0,0,0,44,0,CS335_72|cs335-confgen|mol2|72|dock8
0,19,39,9413,1,9,0,0,0,0,49,0,CS339_44|cs339-confgen|mol2|44|dock6
0,18,30,8779,4,8,0,0,0,0,39,0,CS334_47|cs334-confgen|mol2|47|dock1
0,23,43,9127,0,13,0,0,0,0,41,0,CS340_20|cs340-confgen|mol2|20|dock9
0,12,21,8005,0,6,0,0,0,0,56,0,CS331_48|cs331-confgen|mol2|48|dock7
0,12,32,8765,1,13,0,0,0,0,44,0,CS337_57|cs337-confgen|mol2|57|dock2
0,18,41,8503,3,4,0,0,0,0,51,0,CS331_39|cs331-confgen|mol2|39|dock1
0,20,35,8617,0,11,0,0,0,0,40,0,CS339_37|cs339-confgen|mol2|37|dock2
0,10,33,8811,3,5,0,0,0,0,39,0,CS334_4|cs334-confgen|mol2|4|dock3
0,16,36,8466,1,6,0,0,0,0,49,0,CS332_6|cs332-confgen|mol2|6|dock2
0,35,48,10714,4,16,0,0,0,0,34,0,CS335_49|cs335-confgen|mol2|49|dock8
0,18,34,8453,1,11,0,0,0,0,55,0,CS331_48|cs331-confgen|mol2|48|dock4
0,20,47,10838,2,10,0,0,0,0,43,0,CS335_71|cs335-confgen|mol2|71|dock7
0,21,46,8544,0,10,0,0,0,0,54,1,CS338_17|cs338-confgen|mol2|17|dock3
0,13,24,8009,1,6,0,0,0,0,49,0,CS331_41|cs331-confgen|mol2|41|dock1
0,18,39,9163,0,11,0,0,0,0,46,0,CS340_4|cs340-confgen|mol2|4|dock4
0,33,57,11270,3,11,0,0,0,0,49,0,CS335_100|cs335-confgen|mol2|100|dock2
0,22,35,9103,1,10,0,0,0,0,49,0,CS339_52|cs339-confgen|mol2|52|dock4
0,13,24,8066,1,5,0,0,0,0,56,0,CS331_47|cs331-confgen|mol2|47|dock8
0,18,30,8928,3,10,0,0,0,0,43,0,CS334_21|cs334-confgen|mol2|21|dock1
0,14,40,10473,2,12,0,0,0,0,47,0,CS335_38|cs335-confgen|mol2|38|dock5
0,15,42,8544,1,11,0,0,0,0,52,0,CS332_38|cs332-confgen|mol2|38|dock1
0,23,41,10266,2,10,0,0,0,0,49,0,CS335_3|cs335-confgen|mol2|3|dock3
0,19,41,9100,3,9,0,0,0,0,56,0,CS339_5|cs339-confgen|mol2|5|dock6
0,17,44,10625,4,9,0,0,0,0,43,0,CS335_32|cs335-confgen|mol2|32|dock3
0,28,53,11172,3,15,0,0,0,0,46,0,CS335_49|cs335-confgen|mol2|49|dock3
0,12,49,8298,0,6,0,0,0,0,65,0,CS332_53|cs332-confgen|mol2|53|dock3
0,11,28,7818,0,6,0,0,0,0,51,0,CS331_42|cs331-confgen|mol2|42|dock1
0,21,37,8472,0,10,0,0,0,0,54,0,CS332_64|cs332-confgen|mol2|64|dock2
0,30,58,11126,3,11,0,0,0,0,38,0,CS335_87|cs335-confgen|mol2|87|dock4
0,15,26,8291,1,5,0,0,0,0,51,0,CS331_40|cs331-confgen|mol2|40|dock2
0,21,40,8459,2,8,0,0,0,0,49,0,CS332_8|cs332-confgen|mol2|8|dock5
0,20,31,7795,0,10,0,0,0,0,57,0,CS339_61|cs339-confgen|mol2|61|dock4
0,22,37,8462,3,8,0,0,0,0,54,0,CS331_99|cs331-confgen|mol2|99|dock8
0,17,37,8952,3,10,0,0,0,0,47,0,CS334_13|cs334-confgen|mol2|13|dock2
0,34,53,10877,3,16,0,0,0,0,43,0,CS335_15|cs335-confgen|mol2|15|dock5
0,16,34,8764,3,8,0,0,0,0,44,0,CS337_10|cs337-confgen|mol2|10|dock3
0,16,35,8938,3,11,0,0,0,0,42,0,CS334_11|cs334-confgen|mol2|11|dock7
0,18,39,8446,1,8,0,0,0,0,51,0,CS332_12|cs332-confgen|mol2|12|dock2
0,23,35,8499,3,8,0,0,0,0,52,0,CS331_28|cs331-confgen|mol2|28|dock7
0,19,42,10460,2,10,0,0,0,0,45,0,CS335_93|cs335-confgen|mol2|93|dock1
0,20,50,10425,2,8,0,0,0,0,41,0,CS335_63|cs335-confgen|mol2|63|dock4
0,18,42,10298,2,13,0,0,0,0,47,0,CS335_14|cs335-confgen|mol2|14|dock9
0,28,36,8046,2,7,0,0,0,0,58,0,CS332_42|cs332-confgen|mol2|42|dock5
0,9,42,8608,2,3,0,0,0,0,52,0,CS331_5|cs331-confgen|mol2|5|dock2
0,8,35,8742,2,7,0,0,0,0,38,0,CS337_64|cs337-confgen|mol2|64|dock1
0,9,32,8761,2,7,0,0,0,0,40,0,CS337_9|cs337-confgen|mol2|9|dock2
0,20,37,8806,1,9,0,0,0,0,42,0,CS337_40|cs337-confgen|mol2|40|dock6
0,17,35,8290,1,6,0,0,0,0,53,0,CS332_28|cs332-confgen|mol2|28|dock5
0,20,39,9248,4,9,0,0,0,0,50,0,CS338_4|cs338-confgen|mol2|4|dock5
0,42,47,11431,3,15,0,0,0,0,44,0,CS335_104|cs335-confgen|mol2|104|dock1
0,25,34,9066,0,8,0,0,0,0,46,0,CS340_21|cs340-confgen|mol2|21|dock8
0,24,40,9070,0,7,0,0,0,0,45,0,CS340_10|cs340-confgen|mol2|10|dock1
0,14,48,8707,0,6,0,0,0,0,43,1,CS338_20|cs338-confgen|mol2|20|dock1
0,8,35,8755,1,6,0,0,0,0,39,0,CS337_31|cs337-confgen|mol2|31|dock2
0,25,41,9134,1,9,0,0,0,0,58,0,CS339_28|cs339-confgen|mol2|28|dock4
0,36,48,10835,3,16,0,0,0,0,34,3,CS335_48|cs335-confgen|mol2|48|dock10
0,21,41,8038,0,12,0,0,0,0,43,1,CS339_20|cs339-confgen|mol2|20|dock1
0,10,34,8210,0,5,0,0,0,0,42,0,CS340_20|cs340-confgen|mol2|20|dock2
0,22,50,9477,1,8,0,0,0,0,54,0,CS339_68|cs339-confgen|mol2|68|dock7
0,16,35,8938,3,11,0,0,0,0,43,0,CS334_22|cs334-confgen|mol2|22|dock4
0,11,35,8791,1,11,0,0,0,0,45,0,CS337_51|cs337-confgen|mol2|51|dock4
0,16,41,7981,0,13,0,0,0,0,45,0,CS339_15|cs339-confgen|mol2|15|dock2
0,9,22,7864,0,6,0,0,0,0,57,0,CS331_56|cs331-confgen|mol2|56|dock6
0,8,33,8732,1,9,0,0,0,0,43,0,CS334_19|cs334-confgen|mol2|19|dock1
0,19,40,8515,2,8,0,0,0,0,56,0,CS332_78|cs332-confgen|mol2|78|dock3
0,11,34,8830,4,9,0,0,0,0,34,0,CS334_40|cs334-confgen|mol2|40|dock2
0,16,33,8966,4,6,0,0,0,0,48,0,CS338_28|cs338-confgen|mol2|28|dock3
0,15,46,10803,3,7,0,0,0,0,42,0,CS335_3|cs335-confgen|mol2|3|dock6
0,12,31,6672,1,7,0,0,0,10,50,0,CS336_1|cs336-confgen|mol2|1|dock4
0,6,37,8792,3,6,0,0,0,0,38,0,CS334_70|cs334-confgen|mol2|70|dock1
0,36,59,11308,5,10,0,0,0,0,53,1,CS335_29|cs335-confgen|mol2|29|dock9
0,16,43,8549,1,6,0,0,0,0,55,0,CS331_12|cs331-confgen|mol2|12|dock2
0,33,46,9177,1,11,0,0,0,0,53,0,CS339_60|cs339-confgen|mol2|60|dock4
0,18,38,8547,2,7,0,0,0,0,60,0,CS331_100|cs331-confgen|mol2|100|dock8
0,19,47,9170,4,11,0,0,0,0,55,0,CS339_11|cs339-confgen|mol2|11|dock4
0,13,46,8313,1,6,0,0,0,0,54,0,CS332_76|cs332-confgen|mol2|76|dock1
0,20,43,8647,0,10,0,0,0,0,49,0,CS331_60|cs331-confgen|mol2|60|dock2
0,19,32,8939,5,8,0,0,0,0,48,0,CS338_23|cs338-confgen|mol2|23|dock3
0,19,38,10570,4,10,0,0,0,0,37,0,CS335_30|cs335-confgen|mol2|30|dock4
0,31,47,9185,1,10,0,0,0,0,54,0,CS339_56|cs339-confgen|mol2|56|dock9
0,10,23,5584,1,7,0,0,0,7,37,0,CS336_4|cs336-confgen|mol2|4|dock3
0,26,54,11040,3,9,0,0,0,0,71,0,CS335_68|cs335-confgen|mol2|68|dock3
0,13,31,9052,1,8,0,0,0,0,45,0,CS338_20|cs338-confgen|mol2|20|dock4
0,30,66,11182,1,13,0,0,0,0,50,0,CS335_3|cs335-confgen|mol2|3|dock2
0,12,29,8763,1,12,0,0,0,0,44,0,CS337_53|cs337-confgen|mol2|53|dock3
0,12,34,8686,1,8,0,0,0,0,42,0,CS334_20|cs334-confgen|mol2|20|dock3
0,14,21,5523,1,6,0,0,0,7,38,0,CS336_8|cs336-confgen|mol2|8|dock2
0,11,25,8282,0,10,0,0,0,0,50,0,CS339_18|cs339-confgen|mol2|18|dock3
0,16,51,10837,2,9,0,0,0,0,42,0,CS335_9|cs335-confgen|mol2|9|dock8
0,41,48,11323,3,13,0,0,0,0,44,0,CS335_92|cs335-confgen|mol2|92|dock6
0,33,62,10956,2,14,0,0,0,0,50,0,CS335_99|cs335-confgen|mol2|99|dock5
0,12,34,8772,2,11,0,0,0,0,45,0,CS337_43|cs337-confgen|mol2|43|dock2
0,22,44,7885,0,12,0,0,0,0,53,0,CS339_44|cs339-confgen|mol2|44|dock2
0,10,35,8635,1,6,0,0,0,0,47,0,CS340_24|cs340-confgen|mol2|24|dock3
0,30,62,11020,2,13,0,0,0,0,48,0,CS335_5|cs335-confgen|mol2|5|dock7
0,20,37,9420,0,8,0,0,0,0,50,0,CS339_66|cs339-confgen|mol2|66|dock2
0,20,35,8497,2,7,0,0,0,0,53,0,CS331_102|cs331-confgen|mol2|102|dock2
0,10,34,8743,1,6,0,0,0,0,35,0,CS337_29|cs337-confgen|mol2|29|dock1
0,20,37,8674,2,9,0,0,0,0,52,0,CS334_48|cs334-confgen|mol2|48|dock3
0,13,30,8331,1,5,0,4,0,0,61,0,CS331_49|cs331-confgen|mol2|49|dock8
0,11,39,8305,0,11,0,0,0,0,44,0,CS339_17|cs339-confgen|mol2|17|dock3
